,status_cat,age_norm,age_bin_cat,education_cat,profession_cat,device_cat,account_balance_norm,loan_cat,mortgage_cat,credit_cat,positive_cat,consent_cat,n_contact_min_max,l_month_cat,l_call_duration,l_call_duration_min_max,p_outcome_cat,n_p_contact_min_max,p_days_min_max,p_campign_cat,subscribed_cat
9020,1,-0.8378475139055388,2,2,5,0,-0.22341745156717507,0,1,0,1,0,0.0967741935483871,1,108,0.02394938996836873,1,0.0,0.0,0,0
9021,0,1.805935554744244,4,0,2,0,-0.22341745156717507,0,1,0,1,0,0.03225806451612903,6,65,0.014234071396294623,1,0.0,0.0,0,0
9022,1,1.5226730831031956,4,2,9,0,-0.22341745156717507,0,0,0,1,0,0.04838709677419355,5,51,0.011070944419340261,1,0.0,0.0,0,0
9023,2,-2.0653182243500807,0,2,10,0,-0.22341745156717507,0,0,0,1,0,0.0,11,105,0.023271577044735654,1,0.0,0.0,0,0
9024,2,-0.9322683377858881,2,1,10,1,-0.22341745156717507,0,1,0,1,0,0.0,5,39,0.008359692724807953,1,0.0,0.0,0,0
9025,1,-0.2713225706234425,2,2,5,0,-0.22341745156717507,0,0,0,1,1,0.0,0,158,0.03524627202892002,1,0.0,0.0,0,1
9026,1,1.2394106114621475,4,0,8,0,-0.22341745156717507,0,1,0,1,0,0.03225806451612903,5,64,0.014008133755083597,1,0.0,0.0,0,0
9027,1,-1.2155308094269364,1,2,9,0,-0.22341745156717507,1,0,0,1,0,0.03225806451612903,0,302,0.06778129236330774,1,0.0,0.0,0,0
9028,1,0.4840440204193525,3,2,2,0,-0.22341745156717507,0,1,0,1,0,0.016129032258064516,8,150,0.033438770899231814,1,0.0,0.0,0,0
9029,0,1.617093906983545,4,2,8,0,-0.22341745156717507,0,0,0,1,0,0.016129032258064516,1,152,0.03389064618165387,1,0.0,0.0,0,0
9030,1,0.3896231965390031,3,1,3,0,-0.22341745156717507,0,0,0,1,0,0.0967741935483871,1,25,0.005196565747853593,1,0.0,0.0,0,0
9031,0,1.5226730831031956,4,2,5,0,-0.22341745156717507,0,0,0,1,0,0.04838709677419355,1,254,0.0569362855851785,1,0.0,0.0,0,0
9032,0,0.6728856681800512,3,1,9,0,-1.0087371286920221,0,0,0,0,0,0.0,8,221,0.049480343425214644,1,0.0,0.0,0,0
9033,2,-0.3657433945037919,2,2,5,0,-0.22341745156717507,0,1,0,1,0,0.0,8,150,0.033438770899231814,1,0.0,0.0,0,0
9034,1,0.5784648442997019,3,2,5,0,-1.0087371286920221,0,1,0,0,0,0.016129032258064516,5,262,0.0587437867148667,1,0.0,0.0,0,0
9035,1,-1.2155308094269364,1,2,2,0,-0.22341745156717507,0,1,0,1,1,0.0,3,230,0.051513782196113876,3,0.014545454545454545,0.14285714285714285,1,1
9036,2,-0.4601642183841413,2,2,5,0,-0.22341745156717507,0,1,0,1,0,0.0,8,141,0.03140533212833258,1,0.0,0.0,0,0
9037,1,1.617093906983545,4,2,9,1,-0.22341745156717507,1,1,0,1,0,0.12903225806451613,5,256,0.05738816086760055,1,0.0,0.0,0,0
9038,1,1.1449897875817983,4,1,7,0,0.5619022255576719,0,0,0,1,0,0.0,9,60,0.013104383190239493,1,0.0,0.0,0,0
9039,1,1.333831435342497,4,0,0,0,2.9178612569322127,0,0,0,1,0,0.0,6,238,0.053321283325802084,1,0.0,0.0,0,0
9040,1,-0.3657433945037919,2,1,5,0,-0.22341745156717507,0,1,0,1,0,0.016129032258064516,3,398,0.0894713059195662,1,0.0,0.0,0,0
9041,1,-0.64900586614484,2,1,3,0,-0.22341745156717507,0,1,0,1,0,0.0,0,27,0.005648441030275644,0,0.0036363636363636364,0.3571428571428571,1,0
9042,2,-1.4987932810679845,1,1,5,0,-0.22341745156717507,0,0,0,1,0,0.016129032258064516,6,88,0.019430637144148215,1,0.0,0.0,0,0
9043,0,-0.2713225706234425,2,1,3,0,-0.22341745156717507,0,1,0,1,0,0.04838709677419355,1,241,0.05399909624943516,1,0.0,0.0,0,0
9044,1,-0.9322683377858881,2,2,2,0,-0.22341745156717507,1,1,0,1,0,0.0,8,268,0.06009941256213286,1,0.0,0.0,0,0
9045,1,0.9561481398210994,4,0,9,0,-0.22341745156717507,0,1,0,1,0,0.11290322580645161,8,376,0.08450067781292364,1,0.0,0.0,0,0
9046,1,1.333831435342497,4,2,0,0,-0.22341745156717507,1,1,0,1,0,0.0,9,53,0.011522819701762313,1,0.0,0.0,0,0
9047,2,0.3896231965390031,3,2,9,0,-0.22341745156717507,1,0,0,1,0,0.0,5,298,0.06687754179846363,1,0.0,0.0,0,0
9048,1,-0.7434266900251895,2,2,6,1,-0.22341745156717507,0,0,0,1,0,0.0,9,109,0.024175327609579758,1,0.0,0.0,0,0
9049,1,0.10636072489795499,3,2,8,0,0.5619022255576719,0,0,0,1,0,0.16129032258064518,6,471,0.10596475372797108,1,0.0,0.0,0,0
9050,0,0.5784648442997019,3,2,5,0,-0.22341745156717507,1,0,0,1,0,0.12903225806451613,6,351,0.078852236782648,1,0.0,0.0,0,0
9051,2,-0.3657433945037919,2,1,4,0,-0.22341745156717507,0,0,0,1,0,0.04838709677419355,5,22,0.004518752824220515,1,0.0,0.0,0,0
9052,1,1.7115147308638945,4,0,3,0,-0.22341745156717507,0,1,0,1,0,0.0,8,119,0.026434704021690014,1,0.0,0.0,0,0
9053,1,1.5226730831031956,4,2,5,1,-0.22341745156717507,1,0,0,1,0,0.0,5,509,0.11455038409399007,1,0.0,0.0,0,0
9054,1,0.4840440204193525,3,2,2,0,-0.22341745156717507,0,1,0,1,1,0.0,8,223,0.0499322187076367,3,0.01818181818181818,0.0,1,1
9055,1,-0.3657433945037919,2,1,3,0,-0.22341745156717507,0,1,0,1,0,0.016129032258064516,3,82,0.018075011296882063,0,0.007272727272727273,0.2857142857142857,1,0
9056,0,-0.7434266900251895,2,1,5,0,-0.22341745156717507,0,1,0,1,0,0.0,6,67,0.014685946678716675,1,0.0,0.0,0,0
9057,1,0.20078154877830437,3,2,7,1,-0.22341745156717507,1,1,0,1,0,0.03225806451612903,5,322,0.07230004518752825,1,0.0,0.0,0,0
9058,1,-0.7434266900251895,2,2,5,0,0.5619022255576719,1,1,0,1,0,0.0,5,293,0.0657478535924085,1,0.0,0.0,0,0
9059,0,1.4282522592228464,4,2,5,1,-0.22341745156717507,0,1,0,1,0,0.0967741935483871,8,169,0.03773158608224131,1,0.0,0.0,0,0
9060,1,-0.2713225706234425,2,1,3,0,-0.22341745156717507,0,0,0,1,0,0.016129032258064516,1,102,0.022593764121102575,1,0.0,0.0,0,0
9061,2,0.10636072489795499,3,2,9,0,-0.22341745156717507,0,1,0,1,0,0.0,8,116,0.025756891098056938,1,0.0,0.0,0,0
9062,2,-1.4987932810679845,1,2,10,0,-0.22341745156717507,0,0,0,1,0,0.016129032258064516,1,135,0.030049706281066426,1,0.0,0.0,0,0
9063,1,0.7673064920604007,3,0,2,0,-0.22341745156717507,0,1,0,1,0,0.016129032258064516,3,485,0.10912788070492545,2,0.014545454545454545,0.21428571428571427,1,0
9064,1,1.333831435342497,4,1,4,0,-0.22341745156717507,1,0,0,1,0,0.0,5,196,0.043831902394939004,1,0.0,0.0,0,0
9065,0,0.10636072489795499,3,1,3,0,-0.22341745156717507,0,1,0,1,0,0.0,8,37,0.007907817442385901,1,0.0,0.0,0,0
9066,2,-0.7434266900251895,2,2,6,0,-0.22341745156717507,0,0,0,1,0,0.0,6,13,0.0024853140533212833,1,0.0,0.0,0,0
9067,1,0.3896231965390031,3,0,1,0,-0.22341745156717507,0,0,0,1,0,0.016129032258064516,1,178,0.03976502485314054,1,0.0,0.0,0,0
9068,1,-0.7434266900251895,2,2,8,0,-0.22341745156717507,0,1,0,1,0,0.0,7,225,0.05038409399005875,1,0.0,0.0,0,0
9069,2,-0.8378475139055388,2,1,3,0,-0.22341745156717507,0,0,0,1,0,0.03225806451612903,0,191,0.042702214188883876,1,0.0,0.0,0,0
9070,0,-0.5545850422644907,2,1,3,0,-0.22341745156717507,1,1,0,1,0,0.06451612903225806,1,201,0.04496159060099413,1,0.0,0.0,0,0
9071,1,0.86172731594075,3,2,3,0,0.5619022255576719,0,0,0,1,0,0.016129032258064516,1,115,0.02553095345684591,1,0.0,0.0,0,0
9072,2,-0.8378475139055388,2,1,3,0,-0.22341745156717507,0,0,0,1,0,0.016129032258064516,1,135,0.030049706281066426,1,0.0,0.0,0,0
9073,1,-0.5545850422644907,2,2,5,0,-0.22341745156717507,1,1,0,1,0,0.0,8,224,0.050158156348847724,1,0.0,0.0,0,0
9074,2,-1.404372457187635,1,1,3,0,-0.22341745156717507,0,0,0,1,0,0.0,3,328,0.07365567103479441,1,0.0,0.0,0,0
9075,2,-1.3099516333072858,1,2,5,0,-0.22341745156717507,0,1,0,1,1,0.0,8,710,0.15996384997740626,1,0.0,0.0,0,1
9076,2,-1.876476576589382,1,2,8,1,-0.22341745156717507,0,0,0,1,0,0.0,6,298,0.06687754179846363,2,0.0036363636363636364,0.07142857142857142,1,0
9077,1,0.29520237265865373,3,2,8,0,-1.0087371286920221,1,0,0,0,0,0.016129032258064516,6,180,0.04021690013556259,1,0.0,0.0,0,0
9078,0,-0.3657433945037919,2,2,2,0,-1.0087371286920221,0,0,1,0,0,0.0,6,16,0.0031631269769543608,1,0.0,0.0,0,0
9079,1,-0.64900586614484,2,2,2,0,-0.22341745156717507,0,1,0,1,0,0.0,8,91,0.020108450067781294,1,0.0,0.0,0,0
9080,2,-0.64900586614484,2,2,5,0,0.5619022255576719,0,0,0,1,0,0.016129032258064516,1,111,0.024627202892001807,1,0.0,0.0,0,0
9081,1,-0.17690174674309314,2,1,2,0,-0.22341745156717507,0,0,0,1,0,0.03225806451612903,5,83,0.018300948938093087,1,0.0,0.0,0,0
9082,1,0.10636072489795499,3,2,5,0,-0.22341745156717507,0,0,0,1,0,0.0,1,285,0.0639403524627203,1,0.0,0.0,0,0
9083,2,-1.2155308094269364,1,2,6,0,-0.22341745156717507,0,0,0,1,0,0.03225806451612903,6,105,0.023271577044735654,1,0.0,0.0,0,0
9084,1,-0.8378475139055388,2,2,2,0,-0.22341745156717507,0,1,0,1,0,0.016129032258064516,8,52,0.011296882060551287,1,0.0,0.0,0,0
9085,0,-0.8378475139055388,2,2,5,0,-0.22341745156717507,0,1,0,1,0,0.0,8,87,0.01920469950293719,1,0.0,0.0,0,0
9088,1,0.29520237265865373,3,1,3,0,-0.22341745156717507,0,0,0,1,0,0.0,1,41,0.008811568007230005,1,0.0,0.0,0,0
9089,1,-0.2713225706234425,2,2,7,0,-0.22341745156717507,0,1,0,1,0,0.0,9,65,0.014234071396294623,0,0.0036363636363636364,0.14285714285714285,1,0
9090,1,0.10636072489795499,3,0,2,0,-0.22341745156717507,0,1,0,1,0,0.0,8,100,0.022141888838680526,1,0.0,0.0,0,0
9091,1,-0.64900586614484,2,2,2,0,-0.22341745156717507,0,1,0,1,0,0.0,8,166,0.03705377315860823,0,0.02909090909090909,0.07142857142857142,1,0
9093,1,1.617093906983545,4,1,3,1,-0.22341745156717507,0,1,0,1,0,0.14516129032258063,5,307,0.06891098056936286,1,0.0,0.0,0,0
9094,1,0.9561481398210994,4,1,3,0,-0.22341745156717507,0,0,0,1,1,0.0,6,274,0.06145503840939901,1,0.0,0.0,0,1
9095,2,-1.2155308094269364,1,0,2,0,-0.22341745156717507,0,1,0,1,0,0.0,8,269,0.06032535020334388,1,0.0,0.0,0,0
9096,0,0.29520237265865373,3,2,9,1,-0.22341745156717507,1,0,0,1,0,0.08064516129032258,5,607,0.13669227293267058,1,0.0,0.0,0,0
9097,2,-1.0266891616662375,1,1,3,0,-0.22341745156717507,0,0,0,1,0,0.0967741935483871,1,58,0.012652507907817443,1,0.0,0.0,0,0
9098,2,-0.9322683377858881,2,2,2,0,-1.0087371286920221,0,1,1,0,0,0.0,5,149,0.03321283325802079,1,0.0,0.0,0,0
9099,2,-0.5545850422644907,2,1,2,0,-0.22341745156717507,0,0,0,1,0,0.016129032258064516,0,131,0.029145955716222322,0,0.0036363636363636364,0.21428571428571427,1,0
9100,0,-0.2713225706234425,2,1,4,0,2.132541579807366,0,0,0,1,0,0.03225806451612903,5,166,0.03705377315860823,1,0.0,0.0,0,0
9101,1,0.9561481398210994,4,1,3,0,-1.0087371286920221,0,0,0,0,0,0.03225806451612903,9,127,0.028242205151378222,1,0.0,0.0,0,0
9102,2,0.011939901017605612,3,0,2,0,-0.22341745156717507,0,1,0,1,0,0.03225806451612903,8,283,0.06348847718029825,1,0.0,0.0,0,0
9103,2,-0.4601642183841413,2,2,5,0,-0.22341745156717507,0,0,0,1,1,0.0,1,433,0.0973791233619521,1,0.0,0.0,0,1
9104,1,-0.3657433945037919,2,2,2,0,-1.0087371286920221,0,1,0,0,0,0.04838709677419355,8,153,0.03411658382286489,0,0.04,0.3571428571428571,1,0
9105,2,-0.17690174674309314,2,1,3,0,-0.22341745156717507,0,0,0,1,0,0.06451612903225806,1,310,0.06958879349299595,1,0.0,0.0,0,0
9106,2,-1.121109985546587,1,1,7,0,2.132541579807366,0,0,0,1,0,0.0,6,164,0.03660189787618618,1,0.0,0.0,0,0
9107,2,-1.3099516333072858,1,1,3,0,-0.22341745156717507,0,1,0,1,0,0.0,8,790,0.1780388612742883,1,0.0,0.0,0,0
9108,0,-0.5545850422644907,2,0,2,0,-0.22341745156717507,0,1,0,1,1,0.08064516129032258,5,569,0.1281066425666516,1,0.0,0.0,0,1
9109,1,-1.0266891616662375,1,2,4,0,-0.22341745156717507,0,1,0,1,0,0.0,8,114,0.025305015815634886,0,0.01090909090909091,0.14285714285714285,1,0
9110,1,0.10636072489795499,3,1,3,0,-0.22341745156717507,0,1,0,1,0,0.03225806451612903,8,90,0.019882512426570267,1,0.0,0.0,0,0
9111,1,2.655722969667388,5,1,5,0,-0.22341745156717507,0,0,0,1,0,0.0,9,93,0.020560325350203343,1,0.0,0.0,0,0
9112,1,-0.7434266900251895,2,2,2,0,-0.22341745156717507,0,1,0,1,0,0.0,3,52,0.011296882060551287,2,0.0036363636363636364,0.2857142857142857,1,0
9113,0,-0.8378475139055388,2,2,9,0,-0.22341745156717507,0,1,0,1,0,0.0,8,259,0.05806597379123363,1,0.0,0.0,0,0
9114,0,1.4282522592228464,4,1,0,0,0.5619022255576719,0,0,0,1,0,0.0,5,340,0.07636692272932671,1,0.0,0.0,0,0
9115,2,-1.3099516333072858,1,2,8,0,0.5619022255576719,0,1,0,1,0,0.06451612903225806,8,446,0.10031631269769545,1,0.0,0.0,0,0
9116,1,0.9561481398210994,4,1,3,0,-0.22341745156717507,0,1,0,1,0,0.016129032258064516,9,57,0.012426570266606417,0,0.0036363636363636364,0.14285714285714285,1,0
9117,2,-1.404372457187635,1,2,8,0,-0.22341745156717507,1,1,0,1,0,0.0,3,168,0.03750564844103028,1,0.0,0.0,0,0
9118,1,0.3896231965390031,3,2,8,0,-0.22341745156717507,1,0,0,1,0,0.016129032258064516,9,276,0.06190691369182106,1,0.0,0.0,0,0
9120,2,-0.2713225706234425,2,1,5,0,-0.22341745156717507,0,0,0,1,0,0.016129032258064516,1,82,0.018075011296882063,1,0.0,0.0,0,0
9121,2,-1.4987932810679845,1,1,9,0,-0.22341745156717507,0,0,0,1,1,0.0,10,263,0.05896972435607773,0,0.0036363636363636364,0.07142857142857142,1,1
9122,2,1.4282522592228464,4,1,3,0,-0.22341745156717507,0,1,0,1,0,0.0,4,79,0.017397198373248983,1,0.0,0.0,0,0
9123,0,-0.8378475139055388,2,1,5,0,-0.22341745156717507,0,0,0,1,0,0.0,8,117,0.025982828739267962,1,0.0,0.0,0,0
9124,1,0.7673064920604007,3,1,7,0,-0.22341745156717507,0,0,0,1,0,0.0,1,159,0.035472209670131045,1,0.0,0.0,0,0
9125,2,-0.4601642183841413,2,1,3,0,-0.22341745156717507,0,1,0,1,0,0.06451612903225806,8,212,0.04744690465431541,1,0.0,0.0,0,0
9126,2,-0.7434266900251895,2,2,8,0,-1.0087371286920221,1,0,0,0,0,0.06451612903225806,5,109,0.024175327609579758,1,0.0,0.0,0,0
9127,1,2.655722969667388,5,0,0,1,-0.22341745156717507,0,0,0,1,1,0.0,7,205,0.045865341165838236,3,0.0036363636363636364,0.07142857142857142,1,1
9128,2,-0.5545850422644907,2,1,5,0,-0.22341745156717507,0,1,0,1,0,0.0,8,149,0.03321283325802079,1,0.0,0.0,0,0
9129,2,-1.4987932810679845,1,2,5,0,-0.22341745156717507,0,1,0,1,0,0.0,0,278,0.062358788974243115,1,0.0,0.0,0,0
9130,2,-0.64900586614484,2,2,5,0,-0.22341745156717507,0,1,0,1,0,0.0,8,50,0.010845006778129237,1,0.0,0.0,0,0
9132,1,0.86172731594075,3,2,2,0,-0.22341745156717507,0,1,0,1,0,0.2096774193548387,8,19,0.003840939900587438,1,0.0,0.0,0,0
9133,1,-1.404372457187635,1,2,5,0,-0.22341745156717507,0,1,0,1,1,0.016129032258064516,5,737,0.16606416629010395,1,0.0,0.0,0,1
9134,1,-0.08248092286274376,2,1,3,0,-1.0087371286920221,1,1,0,0,0,0.016129032258064516,5,120,0.02666064166290104,1,0.0,0.0,0,0
9135,1,0.9561481398210994,4,2,5,0,-0.22341745156717507,0,1,0,1,0,0.0,9,456,0.1025756891098057,0,0.01090909090909091,0.14285714285714285,1,0
9137,1,1.5226730831031956,4,2,5,0,2.9178612569322127,0,1,0,1,0,0.0,6,284,0.06371441482150927,1,0.0,0.0,0,0
9138,0,1.333831435342497,4,1,3,0,2.9178612569322127,0,1,0,1,1,0.016129032258064516,6,95,0.021012200632625395,2,0.0036363636363636364,0.07142857142857142,1,1
9139,2,-0.9322683377858881,2,1,6,0,-0.22341745156717507,0,0,0,1,0,0.0,5,53,0.011522819701762313,1,0.0,0.0,0,0
9140,1,-0.7434266900251895,2,1,8,0,-0.22341745156717507,0,1,0,1,0,0.0,5,174,0.03886127428829644,1,0.0,0.0,0,0
9141,1,0.5784648442997019,3,2,5,0,-0.22341745156717507,0,1,0,1,0,0.016129032258064516,8,100,0.022141888838680526,1,0.0,0.0,0,0
9142,1,0.3896231965390031,3,2,4,1,-0.22341745156717507,1,0,1,1,0,0.0,6,47,0.01016719385449616,1,0.0,0.0,0,0
9143,2,-1.4987932810679845,1,2,8,0,-0.22341745156717507,1,1,0,1,0,0.0,6,327,0.07342973339358337,1,0.0,0.0,0,0
9144,2,-0.9322683377858881,2,1,4,0,-0.22341745156717507,1,1,0,1,0,0.0,6,248,0.05558065973791234,1,0.0,0.0,0,0
9145,1,-0.3657433945037919,2,1,3,0,-0.22341745156717507,0,0,0,1,0,0.016129032258064516,1,88,0.019430637144148215,1,0.0,0.0,0,0
9146,1,1.333831435342497,4,2,9,0,-0.22341745156717507,0,0,0,1,0,0.016129032258064516,1,87,0.01920469950293719,1,0.0,0.0,0,0
9147,2,-0.8378475139055388,2,2,8,0,-0.22341745156717507,0,0,0,1,0,0.016129032258064516,4,418,0.09399005874378673,1,0.0,0.0,0,0
9148,1,-0.9322683377858881,2,2,8,0,-1.0087371286920221,0,1,0,0,0,0.016129032258064516,8,178,0.03976502485314054,1,0.0,0.0,0,0
9150,1,0.4840440204193525,3,2,2,0,-0.22341745156717507,0,1,0,1,0,0.0,0,183,0.04089471305919567,1,0.0,0.0,0,0
9152,1,-0.9322683377858881,2,2,9,0,-0.22341745156717507,0,1,0,1,0,0.016129032258064516,5,134,0.029823768639855402,0,0.014545454545454545,0.2857142857142857,1,0
9153,1,0.20078154877830437,3,2,0,0,-0.22341745156717507,1,1,0,1,0,0.0,8,235,0.052643470402169004,1,0.0,0.0,0,0
9154,1,1.9947772025049426,5,1,0,0,1.347221902682519,0,1,0,1,0,0.0,10,68,0.014911884319927701,1,0.0,0.0,0,0
9155,0,1.333831435342497,4,2,6,0,-0.22341745156717507,1,1,0,1,0,0.016129032258064516,8,200,0.04473565295978311,1,0.0,0.0,0,0
9156,1,-0.9322683377858881,2,2,5,0,0.5619022255576719,0,1,0,1,0,0.016129032258064516,1,381,0.08563036601897876,1,0.0,0.0,0,0
9157,1,-0.64900586614484,2,2,2,0,-0.22341745156717507,0,1,0,1,0,0.0,0,425,0.0955716222322639,2,0.01818181818181818,0.14285714285714285,1,0
9158,1,-0.64900586614484,2,2,2,0,-0.22341745156717507,0,0,0,1,1,0.016129032258064516,1,846,0.19069136918210575,1,0.0,0.0,0,1
9159,1,1.7115147308638945,4,0,2,1,-1.0087371286920221,0,0,0,0,0,0.03225806451612903,5,196,0.043831902394939004,1,0.0,0.0,0,0
9160,0,0.10636072489795499,3,1,7,0,-0.22341745156717507,0,1,0,1,0,0.03225806451612903,8,132,0.02937189335743335,1,0.0,0.0,0,0
9161,0,-0.64900586614484,2,1,3,0,-0.22341745156717507,0,0,0,1,0,0.016129032258064516,1,137,0.030501581563488478,1,0.0,0.0,0,0
9162,1,-0.5545850422644907,2,1,4,0,2.132541579807366,0,1,0,1,0,0.016129032258064516,0,250,0.056032535020334395,0,0.007272727272727273,0.14285714285714285,1,0
9163,1,1.1449897875817983,4,0,1,0,-0.22341745156717507,0,0,1,1,0,0.016129032258064516,4,76,0.016719385449615907,1,0.0,0.0,0,0
9164,0,-0.3657433945037919,2,1,7,0,-0.22341745156717507,1,1,0,1,0,0.016129032258064516,6,493,0.11093538183461366,1,0.0,0.0,0,0
9165,2,0.6728856681800512,3,0,2,0,-0.22341745156717507,0,1,0,1,0,0.03225806451612903,8,177,0.03953908721192951,1,0.0,0.0,0,0
9166,1,-0.9322683377858881,2,2,8,1,-0.22341745156717507,0,0,0,1,0,0.03225806451612903,9,178,0.03976502485314054,0,0.01090909090909091,0.14285714285714285,1,0
9167,2,-0.8378475139055388,2,1,10,0,0.5619022255576719,0,0,0,1,0,0.016129032258064516,7,152,0.03389064618165387,1,0.0,0.0,0,0
9168,1,-0.7434266900251895,2,1,3,0,-0.22341745156717507,0,1,0,1,0,0.04838709677419355,6,91,0.020108450067781294,1,0.0,0.0,0,0
9169,0,1.7115147308638945,4,2,5,0,0.5619022255576719,0,0,0,1,0,0.016129032258064516,3,194,0.04338002711251695,1,0.0,0.0,0,0
9170,2,-1.4987932810679845,1,2,8,0,-1.0087371286920221,0,1,0,0,0,0.016129032258064516,8,311,0.06981473113420697,1,0.0,0.0,0,0
9171,1,-0.64900586614484,2,2,5,0,-0.22341745156717507,0,1,0,1,0,0.0,3,260,0.05829191143244465,0,0.007272727272727273,0.21428571428571427,1,0
9172,2,-0.9322683377858881,2,2,1,0,-0.22341745156717507,0,1,0,1,0,0.04838709677419355,5,266,0.059647537279710804,1,0.0,0.0,0,0
9173,1,-0.5545850422644907,2,2,5,0,-0.22341745156717507,0,0,0,1,0,0.016129032258064516,1,280,0.06281066425666516,1,0.0,0.0,0,0
9174,0,0.011939901017605612,3,2,5,0,-0.22341745156717507,0,0,0,1,0,0.016129032258064516,1,388,0.08721192950745595,1,0.0,0.0,0,0
9175,1,0.4840440204193525,3,1,3,0,-0.22341745156717507,0,1,0,1,0,0.04838709677419355,6,268,0.06009941256213286,1,0.0,0.0,0,0
9176,1,-0.3657433945037919,2,2,2,0,-0.22341745156717507,0,1,0,1,0,0.016129032258064516,8,557,0.12539539087211932,1,0.0,0.0,0,0
9177,1,0.20078154877830437,3,0,6,0,-0.22341745156717507,1,1,0,1,0,0.016129032258064516,8,219,0.049028468142792596,1,0.0,0.0,0,0
9179,2,1.805935554744244,4,2,7,0,-0.22341745156717507,0,0,0,1,0,0.016129032258064516,1,38,0.008133755083596927,1,0.0,0.0,0,0
9180,1,1.333831435342497,4,0,1,0,-0.22341745156717507,0,0,0,1,0,0.016129032258064516,1,172,0.03840939900587438,1,0.0,0.0,0,0
9181,1,1.5226730831031956,4,2,9,0,0.5619022255576719,0,1,0,1,0,0.016129032258064516,5,76,0.016719385449615907,1,0.0,0.0,0,0
9182,2,-0.7434266900251895,2,1,3,0,-0.22341745156717507,1,1,0,1,0,0.0,9,181,0.04044283777677361,1,0.0,0.0,0,0
9183,2,0.7673064920604007,3,1,3,0,-0.22341745156717507,0,1,0,1,0,0.016129032258064516,4,255,0.05716222322638952,0,0.01090909090909091,0.2857142857142857,1,0
9184,1,0.4840440204193525,3,2,9,0,-0.22341745156717507,1,0,0,1,0,0.03225806451612903,5,228,0.05106190691369183,1,0.0,0.0,0,0
9185,2,-1.121109985546587,1,2,5,0,-0.22341745156717507,0,0,0,1,1,0.016129032258064516,2,222,0.04970628106642567,3,0.0036363636363636364,0.21428571428571427,1,1
9186,1,-0.9322683377858881,2,0,2,0,-1.0087371286920221,1,1,0,0,0,0.016129032258064516,8,777,0.17510167193854498,1,0.0,0.0,0,0
9187,1,0.6728856681800512,3,2,2,0,-0.22341745156717507,0,0,0,1,0,0.0,3,123,0.027338454586534118,2,0.0036363636363636364,0.0,1,0
9189,1,-0.64900586614484,2,1,1,0,-0.22341745156717507,0,0,0,1,0,0.016129032258064516,3,35,0.00745594215996385,1,0.0,0.0,0,0
9190,1,-1.0266891616662375,1,1,3,0,-0.22341745156717507,0,0,0,1,0,0.016129032258064516,1,162,0.036150022593764125,1,0.0,0.0,0,0
9191,1,0.3896231965390031,3,2,2,0,-0.22341745156717507,0,0,0,1,0,0.016129032258064516,1,153,0.03411658382286489,1,0.0,0.0,0,0
9192,0,1.333831435342497,4,2,8,0,-0.22341745156717507,0,0,0,1,0,0.04838709677419355,5,366,0.08224130140081339,1,0.0,0.0,0,0
9193,2,-1.6876349288286832,1,2,10,1,-0.22341745156717507,0,0,0,1,0,0.03225806451612903,11,343,0.07704473565295979,1,0.0,0.0,0,0
9194,1,0.4840440204193525,3,2,8,0,-0.22341745156717507,0,1,0,1,0,0.03225806451612903,8,135,0.030049706281066426,1,0.0,0.0,0,0
9195,1,-0.8378475139055388,2,0,2,0,-0.22341745156717507,0,1,0,1,0,0.0,8,543,0.12223226389516494,1,0.0,0.0,0,0
9196,2,-1.121109985546587,1,2,8,0,-1.0087371286920221,0,1,0,0,0,0.0,8,189,0.04225033890646182,1,0.0,0.0,0,0
9197,1,1.617093906983545,4,1,7,0,-0.22341745156717507,1,0,0,1,0,0.016129032258064516,5,133,0.029597830998644374,1,0.0,0.0,0,0
9198,1,1.805935554744244,4,2,1,0,-0.22341745156717507,0,0,0,1,0,0.06451612903225806,1,392,0.08811568007230006,1,0.0,0.0,0,0
9199,1,0.10636072489795499,3,0,2,1,-0.22341745156717507,0,0,0,1,0,0.03225806451612903,6,43,0.009263443289652055,1,0.0,0.0,0,0
9200,1,-0.17690174674309314,2,2,5,1,2.132541579807366,0,1,0,1,0,0.0967741935483871,8,138,0.030727519204699502,1,0.0,0.0,0,0
9201,2,-1.121109985546587,1,2,2,0,-0.22341745156717507,0,1,0,1,0,0.03225806451612903,8,238,0.053321283325802084,1,0.0,0.0,0,0
9202,2,-0.4601642183841413,2,2,5,0,-0.22341745156717507,0,1,0,1,0,0.0,8,562,0.12652507907817442,1,0.0,0.0,0,0
9203,1,0.4840440204193525,3,0,2,0,-0.22341745156717507,0,0,0,1,0,0.08064516129032258,1,149,0.03321283325802079,1,0.0,0.0,0,0
9204,0,1.2394106114621475,4,1,3,0,-0.22341745156717507,0,1,0,1,0,0.0,8,181,0.04044283777677361,0,0.01090909090909091,0.3571428571428571,1,0
9205,0,-0.9322683377858881,2,2,9,0,-1.0087371286920221,0,1,0,0,0,0.0,8,137,0.030501581563488478,1,0.0,0.0,0,0
9206,1,0.4840440204193525,3,1,3,0,-1.0087371286920221,1,0,1,0,0,0.016129032258064516,1,110,0.024401265250790782,1,0.0,0.0,0,0
9207,1,0.6728856681800512,3,1,5,0,-0.22341745156717507,0,0,0,1,0,0.0,8,124,0.027564392227745142,1,0.0,0.0,0,0
